PhoneNumber,Email,CreditScore,AgeGroup,FamilyBackground,Income,LeadSource,TimeOnPage,PagesVisited,High_Intent
3199545569,sara60@example.com,396,18-25,Married,103090,Direct,269,9,0
07200945646,samarsandal@example.com,427,26-35,Married with Kids,307737,Direct,296,4,0
04884704279,madanahana@example.net,325,26-35,Single,119017,Referral,196,4,0
+911780825281,grewalkimaya@example.com,564,36-50,Married with Kids,582437,Direct,185,5,1
8115357325,dugarkaira@example.org,606,36-50,Married,578643,Referral,129,1,0
+916450364045,zain05@example.com,461,26-35,Married with Kids,271286,Paid Ads,84,7,0
9276866847,zaintank@example.org,546,51+,Married,480471,Social Media,31,1,0
9387248939,vaibhavkhurana@example.org,332,26-35,Single,227321,Paid Ads,191,10,0
+918759941916,rayaarna@example.org,554,26-35,Married,314470,Organic Search,129,12,0
+916814890608,samarth64@example.org,588,36-50,Married,531234,Social Media,141,10,0
+916470320916,zacharya@example.net,495,51+,Married,482907,Paid Ads,236,14,0
+918803822089,agatearmaan@example.com,411,26-35,Married with Kids,237187,Paid Ads,275,14,0
02046937711,dharmajan34@example.com,382,26-35,Single,272663,Direct,93,14,0
05255043968,vgour@example.com,471,36-50,Married,570070,Referral,80,10,0
5057704311,kapurneelofar@example.com,580,36-50,Married,615930,Organic Search,230,6,0
7405052350,nityahans@example.com,581,26-35,Married,355826,Organic Search,18,2,0
04693728979,deodrishya@example.org,440,26-35,Married,223057,Paid Ads,181,14,0
09783015740,aliaatwal@example.org,506,26-35,Married,325860,Direct,65,11,0
+917023487282,badaldevi@example.net,312,18-25,Married with Kids,73908,Organic Search,113,11,0
+916393157317,vardaniyabedi@example.com,564,36-50,Married,594920,Direct,92,10,0
3861625996,amani08@example.org,580,26-35,Married with Kids,462990,Referral,204,10,0
8714506020,deshmukhsamarth@example.net,538,36-50,Married,607014,Organic Search,39,9,0
08916057608,arhaanjha@example.com,606,36-50,Married with Kids,640535,Social Media,94,4,1
08309761364,rajagopalanivan@example.com,581,51+,Married,515442,Direct,197,14,0
+916833784901,joshinirvaan@example.com,636,36-50,Married with Kids,627965,Direct,116,3,1
8074931430,oborra@example.org,393,18-25,Married,93442,Referral,92,5,0
+916301143877,urvi05@example.net,592,51+,Married,564095,Social Media,151,9,0
9765073657,mghosh@example.org,395,26-35,Married,298851,Paid Ads,277,12,0
4183507969,jsehgal@example.net,471,51+,Married with Kids,393062,Direct,259,4,0
00231685603,raoadvika@example.net,414,26-35,Married,297751,Social Media,187,5,0
03922312817,vedikashanker@example.com,557,36-50,Married,660176,Paid Ads,294,2,0
+911402475376,nirvi59@example.net,663,36-50,Married,646061,Organic Search,244,10,1
+914136329610,nayantara60@example.com,577,26-35,Married with Kids,396766,Direct,288,1,0
01649640697,faiyaz09@example.net,483,26-35,Married with Kids,365719,Social Media,80,6,0
9515569588,ykota@example.net,377,18-25,Married with Kids,163910,Referral,103,3,0
1111717735,nbabu@example.com,559,36-50,Married,589725,Paid Ads,81,9,0
+914987863058,skaur@example.org,394,26-35,Married,315111,Organic Search,276,8,0
6462579002,aniruddh33@example.net,630,51+,Married,504724,Direct,288,12,0
6282385252,keyadugal@example.org,399,26-35,Married with Kids,238547,Direct,68,13,0
+913500716161,masterbhamini@example.org,514,36-50,Married with Kids,580086,Referral,29,3,1
02293989820,qdube@example.org,415,26-35,Single,273688,Social Media,20,6,0
07403904700,pmane@example.net,348,18-25,Married with Kids,37842,Paid Ads,191,1,0
+917403177600,stiwari@example.org,584,36-50,Married with Kids,566367,Referral,116,10,1
8639385011,banerjeetanya@example.org,495,26-35,Single,307771,Organic Search,65,2,0
05900958704,sbajaj@example.net,626,36-50,Single,531734,Referral,128,3,0
03356117886,pjhaveri@example.org,606,36-50,Married with Kids,562512,Referral,164,3,1
+915617677201,tanyasant@example.com,404,18-25,Married,75202,Referral,252,8,0
06612553968,divitchaudhuri@example.net,606,36-50,Married,589993,Organic Search,100,9,0
03679067204,sachdevshaan@example.org,341,26-35,Married with Kids,228000,Organic Search,161,3,0
8338687152,hegdetiya@example.com,450,26-35,Married,324924,Direct,27,6,0
01180677643,indranilsundaram@example.com,543,36-50,Married,557983,Direct,154,12,0
5233612456,jhanvi70@example.com,421,26-35,Married with Kids,261519,Paid Ads,56,6,0
+912966722379,seheranne@example.org,575,36-50,Married,597245,Paid Ads,96,9,0
6217350273,gourdrishya@example.net,481,51+,Single,362742,Referral,298,11,0
07796287598,vermahunar@example.org,429,26-35,Single,293498,Paid Ads,178,11,0
4923716371,bhavin45@example.org,425,26-35,Married,358599,Social Media,242,12,0
01381823385,raunak65@example.com,362,26-35,Single,194451,Social Media,167,2,0
7508894834,trege@example.net,618,36-50,Married,561880,Paid Ads,208,9,0
+918244052476,kashvi23@example.net,632,36-50,Married,559371,Paid Ads,238,10,0
04889057068,ayesha84@example.net,462,26-35,Married with Kids,310492,Direct,193,9,0
+912313863028,shayak38@example.net,422,18-25,Single,178109,Paid Ads,83,1,0
6526871063,myrasarraf@example.net,385,18-25,Married,100624,Paid Ads,213,6,0
+919918351028,kiarabalakrishnan@example.org,603,51+,Married,485161,Social Media,255,3,0
+919773915647,fmani@example.org,489,26-35,Married,270076,Paid Ads,185,7,0
+919705077487,badal21@example.com,648,36-50,Married,598424,Paid Ads,269,14,0
+918330209167,aayush79@example.com,354,26-35,Single,182693,Paid Ads,131,8,0
08820233893,hkade@example.com,590,36-50,Married with Kids,662757,Social Media,177,12,1
2929930911,neysa78@example.com,419,26-35,Married with Kids,325532,Paid Ads,106,11,0
8627683512,wvenkatesh@example.com,684,51+,Married with Kids,584182,Paid Ads,190,7,1
+912373179128,saanvi75@example.net,479,26-35,Married with Kids,332787,Social Media,39,1,0
06152288920,parisabharwal@example.net,446,26-35,Single,263410,Paid Ads,269,8,0
+917264439398,kartikgaba@example.org,646,36-50,Married,575113,Paid Ads,260,4,0
+918776810037,hazel39@example.net,390,26-35,Single,189125,Referral,271,10,0
+915661432909,fseshadri@example.com,331,26-35,Single,219630,Paid Ads,13,12,0
6665178231,raghav55@example.com,530,26-35,Married,270537,Referral,135,8,0
00296933724,krishbhandari@example.com,589,36-50,Married with Kids,555670,Paid Ads,78,9,1
2868371533,siya35@example.org,644,36-50,Married with Kids,556655,Social Media,129,3,1
0299951905,mamooty43@example.org,426,26-35,Single,207354,Referral,52,7,0
+912982205494,dcheema@example.org,415,26-35,Single,251156,Direct,83,4,0
06478124510,sachdevvanya@example.com,330,18-25,Single,76709,Organic Search,67,10,0
04743276492,sana71@example.org,441,26-35,Married,280907,Referral,42,4,0
7195250181,wallalakshit@example.com,395,26-35,Married with Kids,327661,Referral,147,9,0
+914110517568,zara10@example.com,300,18-25,Married with Kids,49745,Paid Ads,139,11,0
6275148305,rohandeshpande@example.org,326,18-25,Married,154083,Organic Search,150,12,0
3890310662,kaleindrajit@example.com,597,36-50,Single,429299,Paid Ads,29,5,0
01028870999,venkataramanlakshit@example.net,519,36-50,Single,501982,Social Media,47,5,0
6433998464,ldixit@example.net,312,18-25,Married with Kids,156893,Organic Search,73,10,0
+915414956565,mishti39@example.com,571,36-50,Married,580778,Social Media,257,6,0
6894227399,goyalpranay@example.net,655,36-50,Single,605223,Referral,253,13,1
+911894651874,banikpihu@example.net,510,36-50,Married with Kids,610526,Social Media,57,11,1
05514820711,bainsemir@example.com,591,36-50,Single,489703,Organic Search,265,9,0
04579782661,hansparinaaz@example.net,346,26-35,Married with Kids,344934,Direct,292,7,0
+915140418893,madhavkhalsa@example.com,518,51+,Single,393270,Direct,45,6,0
6262626723,krishgala@example.org,547,36-50,Married with Kids,630634,Social Media,104,7,1
00394200989,hiran32@example.org,596,36-50,Married with Kids,555450,Paid Ads,124,7,1
+910122251872,vidurdasgupta@example.org,595,36-50,Married,565515,Referral,205,8,0
2559703524,mishasoman@example.org,687,36-50,Married,603890,Social Media,10,13,0
4503077743,qchopra@example.net,570,36-50,Single,474908,Organic Search,196,7,0
4212721105,suhanasehgal@example.com,501,26-35,Married,294898,Organic Search,191,6,0
4051174550,nrout@example.org,545,51+,Married,521973,Direct,293,4,0
8423123795,gokul98@example.net,465,18-25,Married,170207,Social Media,11,8,0
06972691489,eborah@example.net,489,26-35,Single,290870,Direct,11,10,0
08890625954,choudhrysuhana@example.org,510,51+,Married,490564,Direct,85,8,0
+912418825929,dhanush40@example.net,398,18-25,Married with Kids,207647,Direct,241,3,0
+911463087502,maniadvika@example.net,443,26-35,Married,313331,Social Media,147,11,0
+912850486804,katadhanush@example.org,420,26-35,Married with Kids,369751,Direct,279,10,0
0523323682,shloksem@example.com,328,18-25,Single,57283,Referral,184,13,0
08214861309,garggatik@example.net,524,51+,Single,419372,Direct,107,1,0
+913163347670,mannatchauhan@example.com,452,26-35,Married with Kids,376586,Organic Search,106,10,0
+911527457231,dramaswamy@example.net,627,36-50,Married,676571,Social Media,255,8,0
6388320761,adira50@example.com,507,26-35,Married with Kids,245788,Direct,102,14,0
+915567259437,alisharamachandran@example.net,404,26-35,Married with Kids,264265,Direct,86,5,0
0228384383,lbajwa@example.org,377,26-35,Married with Kids,267185,Referral,286,10,0
+916276693627,anahitahalder@example.com,567,36-50,Married,581531,Direct,111,8,0
7658575324,tyadav@example.org,456,26-35,Married with Kids,218132,Paid Ads,135,10,0
05821815299,tanyabhattacharyya@example.org,307,18-25,Married,34884,Referral,44,13,0
+912701892184,jroy@example.com,584,36-50,Single,512350,Direct,298,1,0
9237925008,sahil38@example.net,525,36-50,Single,483966,Organic Search,144,6,0
6811135226,urvidara@example.com,447,51+,Single,357904,Paid Ads,197,5,0
+912180285771,tejasloyal@example.org,399,26-35,Married with Kids,279620,Social Media,150,3,0
09865704279,gloyal@example.org,368,26-35,Married,281827,Organic Search,44,6,0
+914141813072,madhup45@example.com,423,26-35,Married,295059,Direct,116,7,0
+915326128851,kumarneysa@example.org,522,36-50,Married,581485,Paid Ads,177,3,0
5637977584,mishti66@example.net,616,36-50,Married,618290,Organic Search,142,11,0
09375963409,nsem@example.org,371,26-35,Married with Kids,212398,Paid Ads,271,12,0
09559749436,kavya98@example.org,466,51+,Single,335300,Organic Search,60,4,0
03501525969,kchandran@example.net,361,18-25,Married,113940,Referral,108,2,0
+912489202419,shrayamble@example.org,568,26-35,Single,331810,Referral,67,5,0
06218976663,hanshreddy@example.net,509,36-50,Single,530071,Social Media,74,8,0
7536289900,krishkoshy@example.org,441,18-25,Single,106566,Paid Ads,272,12,0
09099419138,choudharybadal@example.org,438,26-35,Married,239639,Direct,72,1,0
+910814650997,bhattraghav@example.net,528,26-35,Married,302842,Organic Search,132,8,0
7747375625,amanigrover@example.com,420,26-35,Single,275544,Social Media,160,5,0
6229030642,nitarawalia@example.net,323,18-25,Single,80325,Paid Ads,90,9,0
7342443141,shanaya09@example.net,414,26-35,Single,156566,Referral,47,14,0
6091282454,vardaniyawali@example.org,495,26-35,Married,396231,Organic Search,289,3,0
01680038871,aarush99@example.net,445,26-35,Married with Kids,355983,Direct,27,5,0
+914076936088,veer17@example.net,311,18-25,Married with Kids,103406,Referral,185,14,0
6873352725,anahita55@example.com,414,26-35,Married,365208,Social Media,254,12,0
06197864976,karpepranay@example.com,615,36-50,Married with Kids,631360,Paid Ads,256,13,1
5682275486,manikya74@example.com,368,26-35,Single,228271,Social Media,111,8,0
0712602036,faiyazsangha@example.org,445,26-35,Married with Kids,229500,Referral,250,5,0
+916612164224,lakshayramaswamy@example.com,362,26-35,Married with Kids,276298,Organic Search,259,8,0
01673861222,khushichawla@example.com,395,26-35,Single,246979,Referral,229,2,0
08760147252,hsani@example.org,510,26-35,Married with Kids,389037,Paid Ads,126,10,0
+915012255776,brahmbhattheer@example.org,561,36-50,Married,650920,Paid Ads,187,14,0
08439112093,vbatra@example.net,657,51+,Married with Kids,561119,Social Media,145,1,1
1124170085,renee11@example.org,428,26-35,Married,214983,Referral,76,11,0
04849513031,sabharwalkiara@example.com,564,26-35,Married with Kids,448940,Paid Ads,150,2,0
7980627151,abose@example.org,592,36-50,Married,616650,Direct,164,13,0
+918388092170,nayantarawable@example.org,451,26-35,Single,291192,Organic Search,38,13,0
+910338783331,nirvaan53@example.com,528,36-50,Single,499555,Social Media,82,6,0
+919126042072,kashyapjayant@example.org,438,18-25,Married,140337,Paid Ads,177,5,0
0548772696,vardaniyavenkataraman@example.net,380,26-35,Married,265190,Paid Ads,13,11,0
2438420718,yuvaan43@example.com,617,36-50,Married with Kids,619860,Social Media,67,14,1
+916496549913,jivika09@example.org,447,26-35,Single,215426,Referral,189,10,0
2912150154,lmani@example.com,498,26-35,Single,241171,Organic Search,23,14,0
07853691530,priyansh48@example.com,338,18-25,Married with Kids,84496,Organic Search,287,3,0
+915329418187,anyavora@example.org,498,26-35,Married with Kids,278867,Social Media,209,3,0
7151055461,urvi71@example.com,770,36-50,Married with Kids,592487,Social Media,223,14,1
02700986900,uppalhimmat@example.org,437,26-35,Married,264059,Social Media,46,12,0
6010718899,oramanathan@example.net,625,36-50,Married,650536,Organic Search,166,11,0
+912356914388,ydevan@example.com,357,18-25,Married,66588,Paid Ads,13,14,0
8789633237,vaibhav05@example.org,606,36-50,Married,620572,Social Media,228,2,0
04239672646,advikkamdar@example.org,424,26-35,Married with Kids,264669,Organic Search,270,5,0
+910415102454,sahil99@example.com,583,36-50,Married,647229,Direct,140,9,0
3300980884,shrayrajagopal@example.com,539,51+,Married,450188,Referral,70,6,0
4646644858,myra85@example.net,481,51+,Married,463733,Direct,245,3,0
1342457565,mamootymahal@example.com,685,36-50,Married with Kids,708519,Referral,108,11,1
2504686651,yuvaanlad@example.org,395,26-35,Married with Kids,187858,Referral,258,5,0
+916483183571,ranganathanjivin@example.com,373,26-35,Single,287829,Social Media,215,3,0
+918930745138,tarinidevan@example.com,534,36-50,Married,571786,Social Media,124,6,0
+910646507047,nirvi70@example.net,459,26-35,Single,248670,Organic Search,170,3,0
8602566621,bhamini02@example.org,303,18-25,Married with Kids,50752,Paid Ads,18,4,0
+917483093354,rkumar@example.org,593,36-50,Married,679084,Social Media,226,6,0
7734077944,zchoudhary@example.com,492,36-50,Married,594218,Social Media,76,7,0
+919127803308,anvichatterjee@example.org,362,18-25,Married,40065,Social Media,76,8,0
7173616062,nirvi07@example.org,417,26-35,Married,263725,Paid Ads,207,4,0
0260858334,dayalnayantara@example.com,732,36-50,Married,573381,Paid Ads,185,1,1
6790864223,hunar68@example.org,438,26-35,Married,281852,Direct,255,2,0
+918561091570,lakshit88@example.org,328,18-25,Married with Kids,104527,Referral,181,13,0
6620588456,ksinha@example.org,301,18-25,Single,30059,Referral,230,3,0
09472346482,okibe@example.org,567,36-50,Single,520355,Direct,24,1,0
05284900655,danivanya@example.net,630,36-50,Single,509786,Organic Search,61,7,0
+918894799613,mannatahuja@example.com,504,36-50,Married,474850,Direct,131,1,0
1878408712,babuvivaan@example.org,605,36-50,Single,502838,Direct,84,5,0
+914666253619,samarsachdev@example.com,482,26-35,Single,282633,Social Media,276,2,0
+910841562522,sharmadharmajan@example.org,618,51+,Married,480064,Direct,27,11,0
0155900439,borahdhanuk@example.org,331,26-35,Single,234841,Organic Search,214,8,0
09707819718,shanshanaya@example.com,635,36-50,Single,537380,Referral,19,1,0
+918480776467,saanvibalan@example.net,467,51+,Married,486565,Direct,173,11,0
+912945153059,gouradira@example.net,530,51+,Married with Kids,451137,Referral,180,4,0
+911715803829,mandrohan@example.org,607,36-50,Married with Kids,660409,Referral,17,3,1
+913465263686,somarhaan@example.org,551,26-35,Married with Kids,358230,Paid Ads,214,9,0
+919255438860,rajagopalanumang@example.net,376,26-35,Married with Kids,308993,Paid Ads,89,9,0
00847263799,kavya52@example.com,365,18-25,Married with Kids,110802,Referral,294,5,0
5740754527,qkurian@example.com,360,26-35,Married,188477,Organic Search,35,9,0
08538040278,dkannan@example.com,575,36-50,Married,694887,Paid Ads,47,6,0
+913596287127,nirvaanchada@example.net,488,51+,Married with Kids,431908,Referral,209,11,0
02078064785,sakshamgour@example.net,572,36-50,Married,604443,Organic Search,96,5,0
00542676829,vartyanahi@example.org,403,26-35,Married with Kids,334521,Organic Search,123,6,0
09618805095,lataadah@example.org,335,18-25,Married with Kids,114353,Social Media,228,12,0
1695744743,shraybansal@example.com,404,18-25,Single,141756,Social Media,104,5,0
+917082653625,gmane@example.com,422,26-35,Married with Kids,306129,Direct,66,13,0
3862369414,lakshitgulati@example.com,428,26-35,Married,302041,Social Media,190,1,0
04038817108,reneeanne@example.org,578,51+,Single,410498,Social Media,157,14,0
1955847286,aradhya87@example.net,510,26-35,Married,325641,Referral,154,13,0
03689236627,kabir57@example.org,553,26-35,Single,219009,Organic Search,122,12,0
+916350921984,anya62@example.org,567,51+,Married,489622,Paid Ads,234,10,0
00332029368,nitya35@example.org,534,36-50,Single,580643,Organic Search,220,2,0
5683554542,tbajwa@example.net,309,26-35,Single,269685,Direct,158,9,0
09688536495,damini72@example.com,609,36-50,Married,667958,Paid Ads,255,11,0
06958724057,bailkeya@example.net,530,26-35,Married with Kids,274258,Organic Search,171,3,0
8791308009,kismat84@example.net,300,26-35,Single,266364,Paid Ads,65,1,0
2547570212,psinghal@example.org,388,26-35,Married,236273,Paid Ads,228,1,0
1533128552,prishabassi@example.org,627,51+,Married with Kids,464248,Direct,52,8,0
07148686429,balanneysa@example.com,542,51+,Married,479038,Organic Search,98,8,0
+912167294989,vkoshy@example.com,600,36-50,Married,553880,Social Media,256,11,0
6811115646,khalsamisha@example.org,620,36-50,Married,623674,Direct,58,12,0
+919885999344,mjha@example.com,464,26-35,Single,205698,Paid Ads,92,4,0
05104955349,fateh72@example.org,327,18-25,Married,181178,Social Media,212,3,0
04674507937,zdash@example.com,546,26-35,Married,375571,Organic Search,81,5,0
01956483115,srinivasanyuvraj@example.net,501,26-35,Married,278065,Referral,215,12,0
+915725825644,surasuhana@example.com,377,18-25,Married with Kids,158251,Direct,44,2,0
05522025545,hmallick@example.org,560,36-50,Single,542594,Direct,127,9,0
3315141189,sahilshroff@example.org,582,36-50,Married,550581,Social Media,110,2,0
+918152183054,miraan77@example.org,429,26-35,Married,364966,Referral,277,13,0
7586177819,ikeer@example.org,433,18-25,Single,194141,Paid Ads,208,6,0
+914833618415,arnavsaini@example.com,583,36-50,Married,591476,Referral,265,1,0
05291923215,hsinghal@example.org,420,18-25,Married,105470,Referral,160,7,0
+912316201199,gandhiayesha@example.net,463,26-35,Married with Kids,284868,Direct,96,8,0
6377062554,jivikamalhotra@example.net,459,51+,Single,465767,Social Media,140,5,0
00537388597,biju76@example.org,659,36-50,Married,626443,Referral,172,11,0
5057632210,adahyogi@example.org,592,36-50,Single,532641,Social Media,92,12,0
+912777930628,tjoshi@example.org,667,36-50,Single,524051,Referral,121,3,0
5175710153,devanshyogi@example.com,331,18-25,Married with Kids,156223,Referral,231,11,0
+910533076371,jayan54@example.com,484,51+,Single,432825,Referral,37,7,0
02856726657,trisha90@example.net,458,36-50,Single,460575,Referral,61,6,0
7117628031,aniruddhhans@example.com,553,26-35,Married,390179,Social Media,55,5,0
04574073177,chandermadhav@example.org,507,36-50,Married with Kids,525347,Referral,248,3,1
00022428517,rheabedi@example.com,440,26-35,Married,278104,Referral,27,13,0
+913645000139,ayesha17@example.com,475,26-35,Single,210846,Social Media,216,10,0
02184442824,adhar@example.org,557,36-50,Single,449271,Social Media,95,10,0
9691653098,baralnakul@example.net,612,51+,Married,531520,Referral,135,6,0
+915500736947,rchawla@example.com,317,18-25,Married with Kids,79051,Direct,23,10,0
09629116323,yakshit46@example.net,365,26-35,Married,289060,Paid Ads,36,2,0
02133497194,duatiya@example.com,615,36-50,Single,494945,Direct,251,9,0
02872263895,sathezara@example.com,350,18-25,Single,137145,Direct,133,12,0
00260211789,ytara@example.net,524,51+,Married with Kids,448721,Organic Search,29,13,0
03318853996,xvala@example.net,461,26-35,Single,267466,Social Media,229,6,0
0772040780,indrans39@example.com,322,26-35,Married,296672,Paid Ads,144,14,0
+910563107370,nayantara96@example.net,691,36-50,Married with Kids,625677,Referral,176,9,1
7838152798,sethikiara@example.org,449,18-25,Married,188412,Social Media,202,11,0
+919146542996,uchatterjee@example.com,380,26-35,Married,237638,Direct,83,12,0
8642372648,somindranil@example.org,393,18-25,Single,50398,Organic Search,53,3,0
+916772215199,pgara@example.net,332,18-25,Married with Kids,81219,Social Media,157,12,0
00534738753,goyalsara@example.com,516,51+,Single,435290,Organic Search,107,8,0
+918053899152,saira49@example.com,572,36-50,Single,536964,Paid Ads,59,1,0
4617128556,whanda@example.com,588,36-50,Married,668163,Organic Search,220,5,0
03279293699,ivana88@example.com,638,36-50,Married,483590,Social Media,82,13,0
00059110048,ideshpande@example.net,371,26-35,Single,195451,Social Media,186,10,0
8027648599,vihaanlalla@example.org,409,26-35,Single,220210,Referral,227,8,0
+910579604330,halderfarhan@example.com,515,36-50,Married,530619,Paid Ads,226,9,0
+916486240313,lagan14@example.org,587,36-50,Married,511951,Social Media,178,12,0
+918680205120,adiradara@example.com,579,36-50,Married with Kids,577354,Social Media,241,4,1
08428699939,bajajdivij@example.org,413,26-35,Married,238543,Referral,114,12,0
00930036900,manderyashvi@example.com,568,36-50,Single,505712,Organic Search,127,13,0
07802203920,bhagatbhamini@example.org,493,36-50,Single,506885,Social Media,13,13,0
+918316241792,samar90@example.net,446,26-35,Married with Kids,330462,Organic Search,179,2,0
+910428664903,veer15@example.net,413,26-35,Married with Kids,306997,Referral,243,3,0
04337617791,sethdharmajan@example.org,601,36-50,Married with Kids,647691,Organic Search,71,6,1
+914088942493,mangatindrajit@example.net,404,18-25,Married,124446,Referral,38,13,0
03279065697,divanadira@example.net,345,18-25,Married with Kids,124170,Direct,207,7,0
+918525503422,osarkar@example.org,438,18-25,Married,188383,Paid Ads,150,8,0
+917122504395,mangatsahil@example.net,393,26-35,Married with Kids,239577,Referral,98,11,0
+915671184162,obrahmbhatt@example.org,467,36-50,Single,411950,Referral,47,9,0
08706161032,indranilsolanki@example.org,425,26-35,Single,231802,Paid Ads,90,14,0
02810569737,kanav04@example.net,423,26-35,Single,210720,Organic Search,56,13,0
3870370075,hcontractor@example.com,602,36-50,Married with Kids,630109,Paid Ads,229,6,1
+912273832208,kismat19@example.com,309,18-25,Married,49512,Direct,62,6,0
+914431831980,rchauhan@example.org,508,26-35,Married with Kids,325536,Organic Search,146,12,0
04946338088,lallrenee@example.com,443,26-35,Married,298597,Paid Ads,251,9,0
09892754045,yuvaan11@example.com,460,51+,Single,368240,Social Media,12,13,0
07379089416,dhanuk69@example.net,552,36-50,Single,474303,Referral,48,2,0
08610496020,kbhatt@example.net,469,36-50,Single,448920,Direct,141,13,0
5515518888,fatehloyal@example.net,565,36-50,Married with Kids,587101,Direct,242,14,1
2602297858,rajagopalsuhana@example.com,568,51+,Married with Kids,559849,Social Media,40,3,1
03222781366,vivaanupadhyay@example.net,345,26-35,Married,231372,Social Media,183,14,0
05583202769,darshit26@example.net,491,26-35,Married,348528,Organic Search,87,13,0
4879848675,aniruddh83@example.com,428,18-25,Married with Kids,133753,Organic Search,113,1,0
09877242610,charvi35@example.org,554,51+,Married,498664,Organic Search,14,12,0
+914626400461,wchand@example.org,351,18-25,Single,85885,Paid Ads,184,12,0
06515054592,bawaprerak@example.org,484,51+,Married with Kids,374433,Referral,91,11,0
08826287114,datejiya@example.org,542,36-50,Married,497271,Paid Ads,254,11,0
04924926697,raniaarora@example.com,504,26-35,Single,259626,Social Media,251,5,0
08193858562,diya31@example.org,660,36-50,Married,633053,Paid Ads,73,8,0
9396910074,ysandal@example.com,542,26-35,Single,328740,Paid Ads,241,3,0
+918306496318,atwalela@example.org,575,51+,Married with Kids,467077,Referral,218,13,0
+916847949565,ochawla@example.com,300,18-25,Single,4620,Organic Search,171,7,0
5369362246,ikeer@example.org,433,26-35,Married with Kids,240432,Referral,216,7,0
+913593126551,tiyachhabra@example.com,579,36-50,Married with Kids,632633,Paid Ads,50,8,1
00356663318,ojasbhasin@example.com,494,26-35,Married,288022,Direct,84,7,0
+910497149013,lavanyabora@example.com,487,26-35,Married with Kids,344927,Social Media,267,8,0
5181555951,ramaswamyira@example.net,406,26-35,Married with Kids,325029,Social Media,159,5,0
+915609635043,kotharimehul@example.net,442,26-35,Single,296613,Organic Search,112,3,0
3696402965,biju44@example.org,494,26-35,Married,418252,Paid Ads,125,3,0
02245271828,shamikbora@example.org,679,36-50,Married with Kids,543123,Referral,209,5,1
04834159494,urvi07@example.net,339,26-35,Single,212041,Referral,235,11,0
08842712757,cgara@example.net,441,26-35,Single,220326,Referral,283,3,0
+919795540165,gvarty@example.net,337,26-35,Single,163810,Paid Ads,231,7,0
07359040271,misha14@example.com,340,18-25,Married,113936,Social Media,107,5,0
03722758515,gardeneysa@example.com,300,18-25,Single,-2733,Direct,208,1,0
02614356993,osampath@example.org,392,18-25,Married,146357,Organic Search,231,3,0
+910139537654,prerak15@example.net,449,26-35,Single,220772,Organic Search,164,5,0
02875764220,shanemir@example.net,464,51+,Single,345947,Social Media,259,8,0
05717468650,sharafraghav@example.net,629,36-50,Married,629870,Organic Search,50,1,0
+918883685120,rbhagat@example.com,513,51+,Single,399510,Paid Ads,216,2,0
05901781002,prishavig@example.com,636,36-50,Married with Kids,623640,Direct,225,2,1
+916474583549,nakulhayer@example.net,440,26-35,Married,264431,Paid Ads,177,7,0
+917098493787,nsoni@example.com,559,36-50,Single,566040,Organic Search,62,7,0
01881088536,dubeyvihaan@example.net,422,26-35,Married,310891,Social Media,28,13,0
+911399395504,xcheema@example.org,587,36-50,Single,554894,Direct,31,12,0
06803851111,bijutiwari@example.com,618,36-50,Married with Kids,595558,Organic Search,257,12,1
7628062400,ranbirchowdhury@example.org,375,18-25,Single,117633,Organic Search,66,8,0
8351635153,smallick@example.org,580,36-50,Married with Kids,499419,Direct,20,7,0
+911810281321,abram88@example.com,300,18-25,Single,75435,Paid Ads,294,1,0
1165867405,bkapoor@example.net,446,26-35,Married,302056,Direct,189,4,0
00648016099,dharmajan00@example.net,325,26-35,Single,166555,Paid Ads,278,11,0
9522293279,charvi43@example.com,354,26-35,Married with Kids,270162,Direct,55,4,0
08023275460,prisharaja@example.org,614,51+,Married with Kids,523179,Social Media,84,1,1
4226464857,ramaswamyalia@example.net,300,18-25,Single,69372,Direct,211,6,0
2505266209,mahajannishith@example.org,353,18-25,Single,120484,Social Media,138,12,0
03783029184,dashhrishita@example.net,487,26-35,Married,293554,Referral,61,3,0
3239554225,samaira13@example.net,538,36-50,Married,682876,Social Media,38,5,0
4909936326,rhearaja@example.org,414,26-35,Married,306506,Direct,296,8,0
09360654200,sethkismat@example.com,449,26-35,Married with Kids,241177,Direct,219,10,0
08462035872,vidur93@example.org,358,18-25,Single,138555,Direct,256,6,0
2492889320,zhari@example.org,404,26-35,Married,232371,Direct,298,5,0
01681632955,vyasjayant@example.net,520,51+,Single,474565,Direct,48,13,0
+918160944761,kashyapmadhup@example.net,578,36-50,Married,538956,Social Media,137,10,0
3303886604,neelofarchaudhry@example.org,655,36-50,Married with Kids,606037,Referral,73,12,1
+910388811412,dhruv58@example.org,426,18-25,Married,148475,Organic Search,111,11,0
9479270418,sahaanahi@example.org,651,36-50,Married,686832,Organic Search,293,14,1
01672500363,zsom@example.com,365,18-25,Single,42102,Organic Search,81,5,0
9574556482,zlall@example.com,328,18-25,Married with Kids,84969,Referral,115,11,0
7047839505,dishani75@example.org,382,18-25,Married,91858,Direct,206,5,0
+910710346403,tbanerjee@example.org,608,36-50,Single,523924,Paid Ads,118,11,0
06769357446,myrajoshi@example.org,549,36-50,Single,505874,Direct,34,1,0
09537723814,ghoshpiya@example.com,473,18-25,Married,193827,Social Media,212,11,0
+910693185977,rameshtiya@example.com,489,36-50,Married,585096,Direct,239,10,0
